date,sector,annual_total,seasonal_weight,final_weight,monthly_emission
2005-01-01,transport,37.6239081057896,0.08507596307095715,0.06982873647719846,2.6272299643615136
2005-02-01,transport,37.6239081057896,0.07802960668847793,0.06575799356003031,2.474072706923685
2005-03-01,transport,37.6239081057896,0.08165440990500446,0.08330113578693793,3.1341142779556543
2005-04-01,transport,37.6239081057896,0.08024288845147394,0.08364887505629366,3.147197588270669
2005-05-01,transport,37.6239081057896,0.08315699562931268,0.08947119650957731,3.36625607559138
2005-06-01,transport,37.6239081057896,0.08563854474506132,0.09347872810384551,3.5170350760251754
2005-07-01,transport,37.6239081057896,0.08969601340289703,0.0983502943338099,3.7003224361926237
2005-08-01,transport,37.6239081057896,0.08844125021887857,0.09699112836539327,3.6491853006963995
2005-09-01,transport,37.6239081057896,0.08438217915201138,0.08977920086379272,3.377844403110564
2005-10-01,transport,37.6239081057896,0.08095573624492837,0.07155837128447166,2.6923055854069355
2005-11-01,transport,37.6239081057896,0.08312255196470393,0.08203890724700348,3.0866243073606556
2005-12-01,transport,37.6239081057896,0.07960386052629317,0.07579543241164563,2.851720383894342
2006-01-01,transport,38.67460510197708,0.08507596307095715,0.07030533452183695,2.7190310491944403
2006-02-01,transport,38.67460510197708,0.07802960668847793,0.065074109237557,2.516715477125436
2006-03-01,transport,38.67460510197708,0.08165440990500446,0.0817948350723826,3.1633829458057416
2006-04-01,transport,38.67460510197708,0.08024288845147394,0.08244403183229708,3.1884903741289174
2006-05-01,transport,38.67460510197708,0.08315699562931268,0.08945691734950746,3.459710952132403
2006-06-01,transport,38.67460510197708,0.08563854474506132,0.09340571483668134,3.6124291355765323
2006-07-01,transport,38.67460510197708,0.08969601340289703,0.1003686951712503,3.881719650348819
2006-08-01,transport,38.67460510197708,0.08844125021887857,0.09655362035342427,3.7341731383349
2006-09-01,transport,38.67460510197708,0.08438217915201138,0.08983331021780375,3.4742677976769625
2006-10-01,transport,38.67460510197708,0.08095573624492837,0.07025540506557239,2.7171000471904523
2006-11-01,transport,38.67460510197708,0.08312255196470393,0.08331469631576044,3.2221629792031794
2006-12-01,transport,38.67460510197708,0.07960386052629317,0.07719333002592645,2.9854215552592955
2007-01-01,transport,39.717217646625954,0.08507596307095715,0.06953008683103735,2.7615415916571115
2007-02-01,transport,39.717217646625954,0.07802960668847793,0.06523313674523838,2.590878689882746
2007-03-01,transport,39.717217646625954,0.08165440990500446,0.08160589887446565,3.2411592468457
2007-04-01,transport,39.717217646625954,0.08024288845147394,0.08339680381398909,3.3122890081131704
2007-05-01,transport,39.717217646625954,0.08315699562931268,0.08802644868039475,3.4961656208987884
2007-06-01,transport,39.717217646625954,0.08563854474506132,0.0943197940150599,3.746119787281062
2007-07-01,transport,39.717217646625954,0.08969601340289703,0.09935566344990403,3.9461305096647576
2007-08-01,transport,39.717217646625954,0.08844125021887857,0.09656900427365432,3.8354521606546808
2007-09-01,transport,39.717217646625954,0.08438217915201138,0.09066821288366997,3.601089144731336
2007-10-01,transport,39.717217646625954,0.08095573624492837,0.07092956193673701,2.8171248490212197
2007-11-01,transport,39.717217646625954,0.08312255196470393,0.08255210307701076,3.2787398450963363
2007-12-01,transport,39.717217646625954,0.07960386052629317,0.07781328541883882,3.090527192779047
2008-01-01,transport,40.73855617433344,0.08507596307095715,0.06946337299879546,2.8298375229701054
2008-02-01,transport,40.73855617433344,0.07802960668847793,0.06411684608948205,2.6120277361374558
2008-03-01,transport,40.73855617433344,0.08165440990500446,0.08109572613826696,3.303722794782149
2008-04-01,transport,40.73855617433344,0.08024288845147394,0.08163722834755914,3.3257828129539244
2008-05-01,transport,40.73855617433344,0.08315699562931268,0.09049663362384226,3.6867021924729704
2008-06-01,transport,40.73855617433344,0.08563854474506132,0.0927034259437333,3.776603725361939
2008-07-01,transport,40.73855617433344,0.08969601340289703,0.09863706536221518,4.018331628130002
2008-08-01,transport,40.73855617433344,0.08844125021887857,0.09700023670531813,3.951649591943243
2008-09-01,transport,40.73855617433344,0.08438217915201138,0.08934420019271663,3.639753718401879
2008-10-01,transport,40.73855617433344,0.08095573624492837,0.07298158901960469,2.9731645639672823
2008-11-01,transport,40.73855617433344,0.08312255196470393,0.08388280079040779,3.417264192060449
2008-12-01,transport,40.73855617433344,0.07960386052629317,0.0786408747880584,3.2037156951520394
2009-01-01,transport,41.72637020067042,0.08507596307095715,0.07012262404090099,2.925962570173066
2009-02-01,transport,41.72637020067042,0.07802960668847793,0.06354552648854334,2.6515241628574673
2009-03-01,transport,41.72637020067042,0.08165440990500446,0.08176999354210615,3.4119650218443507
2009-04-01,transport,41.72637020067042,0.08024288845147394,0.08289327598686147,3.458835520974125
2009-05-01,transport,41.72637020067042,0.08315699562931268,0.09028227241036,3.7671515211524547
2009-06-01,transport,41.72637020067042,0.08563854474506132,0.09365380552478784,3.90783336002889
2009-07-01,transport,41.72637020067042,0.08969601340289703,0.09943005616809233,4.148855332743274
2009-08-01,transport,41.72637020067042,0.08844125021887857,0.09644419004321014,4.024265977446798
2009-09-01,transport,41.72637020067042,0.08438217915201138,0.08934313224384602,3.7279646108941726
2009-10-01,transport,41.72637020067042,0.08095573624492837,0.07016651700215995,2.927794064123761
2009-11-01,transport,41.72637020067042,0.08312255196470393,0.0832679537757102,3.4744694650975956
2009-12-01,transport,41.72637020067042,0.07960386052629317,0.07908065277342159,3.299748593334463
2010-01-01,transport,42.67014479789472,0.08507596307095715,0.07007480795225003,2.9901022020071735
2010-02-01,transport,42.67014479789472,0.07802960668847793,0.06478125039774442,2.7642253346604293
2010-03-01,transport,42.67014479789472,0.08165440990500446,0.08192585635151932,3.495788153210852
2010-04-01,transport,42.67014479789472,0.08024288845147394,0.08110976452898802,3.4609653969750642
2010-05-01,transport,42.67014479789472,0.08315699562931268,0.08919301399748751,3.805878822233443
2010-06-01,transport,42.67014479789472,0.08563854474506132,0.09435864889705912,4.026297211371222
2010-07-01,transport,42.67014479789472,0.08969601340289703,0.09927843015170652,4.236224989880995
2010-08-01,transport,42.67014479789472,0.08844125021887857,0.09767345636587499,4.167740526042738
2010-09-01,transport,42.67014479789472,0.08438217915201138,0.08854483398198112,3.778220887116684
2010-10-01,transport,42.67014479789472,0.08095573624492837,0.07159517887033601,3.05497664922841
2010-11-01,transport,42.67014479789472,0.08312255196470393,0.0835174665173923,3.5637023894504534
2010-12-01,transport,42.67014479789472,0.07960386052629317,0.07794729198766055,3.3260222357172546
2011-01-01,transport,43.561812468899554,0.08507596307095715,0.06925194275528153,3.016740143412541
2011-02-01,transport,43.561812468899554,0.07802960668847793,0.06481570518312887,2.823489594226941
2011-03-01,transport,43.561812468899554,0.08165440990500446,0.08235080017116041,3.587350113719911
2011-04-01,transport,43.561812468899554,0.08024288845147394,0.08392060106663535,3.655733485942101
2011-05-01,transport,43.561812468899554,0.08315699562931268,0.08771180276256649,3.820885103252027
2011-06-01,transport,43.561812468899554,0.08563854474506132,0.09336895130139622,4.067320747009237
2011-07-01,transport,43.561812468899554,0.08969601340289703,0.1007867133277791,4.390451905341452
2011-08-01,transport,43.561812468899554,0.08844125021887857,0.09639054816938551,4.198946983129201
2011-09-01,transport,43.561812468899554,0.08438217915201138,0.0889203573347221,3.873531930882701
2011-10-01,transport,43.561812468899554,0.08095573624492837,0.07176882205464831,3.126379967458412
2011-11-01,transport,43.561812468899554,0.08312255196470393,0.08259101202070451,3.597814177262559
2011-12-01,transport,43.561812468899554,0.07960386052629317,0.07812274385259169,3.4031683172624745
2012-01-01,transport,44.39632748076862,0.08507596307095715,0.07188222408857209,3.191306760682241
2012-02-01,transport,44.39632748076862,0.07802960668847793,0.0641700311898539,2.84891371915589
2012-03-01,transport,44.39632748076862,0.08165440990500446,0.0820848553440417,3.644266119065595
2012-04-01,transport,44.39632748076862,0.08024288845147394,0.08285958993411711,3.6786614896372627
2012-05-01,transport,44.39632748076862,0.08315699562931268,0.08849539434106246,3.9288705077055672
2012-06-01,transport,44.39632748076862,0.08563854474506132,0.09190141114064099,4.080085144944655
2012-07-01,transport,44.39632748076862,0.08969601340289703,0.10060472771119873,4.4664804375799365
2012-08-01,transport,44.39632748076862,0.08844125021887857,0.0966532863898002,4.291050954654086
2012-09-01,transport,44.39632748076862,0.08438217915201138,0.09032102375716235,4.009921749121262
2012-10-01,transport,44.39632748076862,0.08095573624492837,0.07074938006214848,3.141012646300506
2012-11-01,transport,44.39632748076862,0.08312255196470393,0.08486068793969172,3.7675028920138653
2012-12-01,transport,44.39632748076862,0.07960386052629317,0.07541738810171023,3.34825505990775
2013-01-01,transport,45.17205691464023,0.08507596307095715,0.06998657111387827,3.161437373616625
2013-02-01,transport,45.17205691464023,0.07802960668847793,0.0640971208569684,2.89539879141555
2013-03-01,transport,45.17205691464023,0.08165440990500446,0.08185423772793432,3.697524285350741
2013-04-01,transport,45.17205691464023,0.08024288845147394,0.08308318987178565,3.7530385815381617
2013-05-01,transport,45.17205691464023,0.08315699562931268,0.08762536194359118,3.958217836881851
2013-06-01,transport,45.17205691464023,0.08563854474506132,0.09400535235438595,4.246415126833131
2013-07-01,transport,45.17205691464023,0.08969601340289703,0.10007205094673946,4.520460380930891
2013-08-01,transport,45.17205691464023,0.08844125021887857,0.0961155205821925,4.341735766119074
2013-09-01,transport,45.17205691464023,0.08438217915201138,0.09079362422202655,4.101334760843841
2013-10-01,transport,45.17205691464023,0.08095573624492837,0.07098316349480532,3.2064555013685587
2013-11-01,transport,45.17205691464023,0.08312255196470393,0.0832892554934242,3.762346989526969
2013-12-01,transport,45.17205691464023,0.07960386052629317,0.07809455139226805,3.527691520214829
2014-01-01,transport,45.89095363376769,0.08507596307095715,0.06895999612852342,3.1646399849188676
2014-02-01,transport,45.89095363376769,0.07802960668847793,0.06551583942468885,3.006584349315765
2014-03-01,transport,45.89095363376769,0.08165440990500446,0.0818189534388389,3.754749798625153
2014-04-01,transport,45.89095363376769,0.08024288845147394,0.08244466773255399,3.7834644242660183
2014-05-01,transport,45.89095363376769,0.08315699562931268,0.08814804446684765,4.045197821535398
2014-06-01,transport,45.89095363376769,0.08563854474506132,0.09326049414071885,4.2798130124739915
2014-07-01,transport,45.89095363376769,0.08969601340289703,0.09951645801775143,4.566905160689419
2014-08-01,transport,45.89095363376769,0.08844125021887857,0.0972876998461797,4.46462532277694
2014-09-01,transport,45.89095363376769,0.08438217915201138,0.08957191389623148,4.110540547499791
2014-10-01,transport,45.89095363376769,0.08095573624492837,0.07275261062585667,3.3386866809667426
2014-11-01,transport,45.89095363376769,0.08312255196470393,0.08328225827108512,3.8219022528338327
2014-12-01,transport,45.89095363376769,0.07960386052629317,0.07744106401072405,3.553844277865773
2015-01-01,transport,46.55849044206098,0.08507596307095715,0.07004743999653307,3.261303065569425
2015-02-01,transport,46.55849044206098,0.07802960668847793,0.06474652565216538,3.0145004957329977
2015-03-01,transport,46.55849044206098,0.08165440990500446,0.08155554022566308,3.7971028400936544
2015-04-01,transport,46.55849044206098,0.08024288845147394,0.08179435345022516,3.8082216233268658
2015-05-01,transport,46.55849044206098,0.08315699562931268,0.09013523088157167,4.196560285492614
2015-06-01,transport,46.55849044206098,0.08563854474506132,0.09237035457694583,4.300624270700516
2015-07-01,transport,46.55849044206098,0.08969601340289703,0.10119420409377304,4.7114493840919005
2015-08-01,transport,46.55849044206098,0.08844125021887857,0.09559643732949964,4.4508258137005905
2015-09-01,transport,46.55849044206098,0.08438217915201138,0.08891356108345541,4.139681183873663
2015-10-01,transport,46.55849044206098,0.08095573624492837,0.07263492885979507,3.381772641078548
2015-11-01,transport,46.55849044206098,0.08312255196470393,0.08174636476075367,3.8059873423867803
2015-12-01,transport,46.55849044206098,0.07960386052629317,0.0792650590896189,3.69046149601342
2016-01-01,transport,47.1833509878895,0.08507596307095715,0.06894782411489368,3.2531893850643003
2016-02-01,transport,47.1833509878895,0.07802960668847793,0.06617205293754817,3.1222191993415396
2016-03-01,transport,47.1833509878895,0.08165440990500446,0.08206218548331316,3.871968900492455
2016-04-01,transport,47.1833509878895,0.08024288845147394,0.08370077486273507,3.949283038306747
2016-05-01,transport,47.1833509878895,0.08315699562931268,0.0887703096703264,4.188480678478651
2016-06-01,transport,47.1833509878895,0.08563854474506132,0.09203179915859924,4.342368681747141
2016-07-01,transport,47.1833509878895,0.08969601340289703,0.09872346255963689,4.658103784691115
2016-08-01,transport,47.1833509878895,0.08844125021887857,0.0963842715470358,4.547732914115842
2016-09-01,transport,47.1833509878895,0.08438217915201138,0.09207918223262077,4.344604373959584
2016-10-01,transport,47.1833509878895,0.08095573624492837,0.07207093800916857,3.4005483641130265
2016-11-01,transport,47.1833509878895,0.08312255196470393,0.08255216127033238,3.8950876000269505
2016-12-01,transport,47.1833509878895,0.07960386052629317,0.07650503815378994,3.609764067552148
2017-01-01,transport,47.77689032018683,0.08507596307095715,0.07014546398158931,3.3513321391070083
2017-02-01,transport,47.77689032018683,0.07802960668847793,0.06524941297634783,3.1174140472275456
2017-03-01,transport,47.77689032018683,0.08165440990500446,0.08038846915604381,3.840711073876027
2017-04-01,transport,47.77689032018683,0.08024288845147394,0.08354837930451171,3.9916817544610232
2017-05-01,transport,47.77689032018683,0.08315699562931268,0.08797098081515134,4.202979901764746
2017-06-01,transport,47.77689032018683,0.08563854474506132,0.09315125152872507,4.4504771274760335
2017-07-01,transport,47.77689032018683,0.08969601340289703,0.09945108368220046,4.751463517308213
2017-08-01,transport,47.77689032018683,0.08844125021887857,0.09793584325452831,4.679070041586608
2017-09-01,transport,47.77689032018683,0.08438217915201138,0.0906406840286695,4.330530019384453
2017-10-01,transport,47.77689032018683,0.08095573624492837,0.07055703251960314,3.370995604006935
2017-11-01,transport,47.77689032018683,0.08312255196470393,0.08296796748184643,3.963951482469004
2017-12-01,transport,47.77689032018683,0.07960386052629317,0.0779934312707831,3.7262836115192344
2018-01-01,transport,48.35239513794163,0.08507596307095715,0.06949926270157078,3.360455811941959
2018-02-01,transport,48.35239513794163,0.07802960668847793,0.06278661032365014,3.0358829917410968
2018-03-01,transport,48.35239513794163,0.08165440990500446,0.08347323985968624,4.0361310771397285
2018-04-01,transport,48.35239513794163,0.08024288845147394,0.08325540072352886,4.025598033151739
2018-05-01,transport,48.35239513794163,0.08315699562931268,0.08852233288010469,4.280266817951224
2018-06-01,transport,48.35239513794163,0.08563854474506132,0.09358722936694201,4.525166694215555
